"streetAddress","zipcode","description","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","homeType","yearBuilt","latestPrice","latest_saledate","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
"11150 Rio Vista Dr","78726","Don't miss this move-in ready Canyon Creek charmer close to Canyon Creek Elementary~Updated & meticulously maintained~Updated kitchen with granite counters, SS appliances, solid surface cook-top~Downstairs owners retreat opening to stunning bath re-model w/over-sized seamless glass shower, quartz counters~Well appointed bed rooms, updated baths, relaxing patio w/magnificent trees/ a private park-like backyard~Recent interior paint*HVAC replaced-17 SEER 4 ton unit~Water heater replaced-2014,Carpet 6/2020Restrictions: Yes",30.4361476898193,-97.8275680541992,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1994,519.9,2020-09-21,"9",2020,55,"0",7,2,1,2,0,1,0,6054,2766,1.4,8,1275,15,3,4,2
"1628 Caballo Blanco Rd","78725","1628 Caballo Blanco Rd, Austin, TX 78725 is a single family home that contains 2,643 sq ft and was built in 2019. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $380,319. The Rent Zestimate for this home is $2,150/mo.",30.2201499938965,-97.6347045898438,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2019,341.054,2019-12-31,"12",2019,2,"0",2,0,0,0,0,0,0,5000,2643,3.13333333333333,3,1457,13,3,4,2
"2903 Crownover St","78725","2903 Crownover St, Austin, TX 78725 is a single family home that contains 1,203 sq ft and was built in 2005. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $221,448. The Rent Zestimate for this home is $1,550/mo.",30.227367401123,-97.589714050293,1.98,2,"TRUE","TRUE","FALSE","TRUE","Single Family",2005,185,2018-12-07,"12",2018,26,"0",7,2,0,0,0,0,0,4312,1203,1.86666666666667,3,1457,13,2,3,1
"11704 Running Brush Cv","78717","Amazing home on .23 ac culdesac lot backing to Greenbelt & walking dist to Brushy Crk trails &highly rated Rutledge Elem! Its rare that a lot like this is available esp w all the upgrades! Gorgeous laminate floors, Granite, SS builtin appliances, pendant lights, custom island wine/rack, 42in cabinets, tile backspsh w mosaic inlay, rock FP, custom vanity, wood railing, window treatments, sprinkler, jetted tub/sep shwr! Full length cov patio overlking greenbelt w panoramic views for miles! 5 bed+office+game",30.4965476989746,-97.7974853515625,2.21,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2008,415,2018-08-09,"8",2018,40,"0",3,2,0,0,0,0,0,10236,3257,1.86666666666667,8.33333333333333,1481,16,4,5,2
"6001 Elfen Way","78724","Upgraded and Updated with Extraordinary Attention to Detail! Since 2015, all flooring has been replaced, every interior room has been painted and fixtures have been upgraded. The kitchen has completely been redone with granite counters, marble backsplash and stainless steel appliances. All three bathrooms have been remodeled. Beautifully landscaped with a full sprinkler system, sod, concrete patio and custom green house. List of upgrades available. Only 8 miles to Downtown Austin.",30.2830009460449,-97.6276397705078,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2009,249.9,2018-06-07,"6",2018,35,"0",4,1,0,0,0,0,0,6098,1659,2.76666666666667,3.66666666666667,1085,11,3,3,2
"11901 Garden Meadow Rd","78725","Great starter home. 3 beds 2 baths with a huge backyard, low taxes, great location with easy access to Hwy 71 and the toll 130, less than 10 miles to downtown Austin and about 6 minutes drive to Austin Airport.",30.2245006561279,-97.6287002563477,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1995,179.9,2018-06-15,"6",2018,22,"0",1,0,0,0,0,0,0,14374.8,1500,2.9,3,1457,13,2,3,1
"14201 Kincheloe St","78725","Located in the original section of Austin's Colony!  This is an Estate sale and home will be sold ""AS-IS.""  No repairs will be made.  Priced to sell.  Features include 3 sides brick, 3 bedrooms, 2 baths, large master w/vaulted ceiling & window seat, master bath has separate shower and tub, double vanity and skylight, breakfast area w/Bay windows, breakfast bar, Open living area w/corner fireplace. With some vision and lots of TLC, it will make an excellent home for a family.",30.2445297241211,-97.5859451293945,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1987,155,2018-02-06,"2",2018,12,"0",4,1,0,0,0,0,0,6534,1411,1.66666666666667,3,1457,13,2,3,1
"904 Lakewood Hills Ter","78732","904 Lakewood Hills Ter, Austin, TX 78732 is a single family home that contains 4,558 sq ft and was built in 2007. It contains 5 bedrooms and 5 bathrooms. 
 
The Zestimate for this house is $1,157,024. The Rent Zestimate for this home is $4,950/mo.",30.3555526733398,-97.9125442504883,1.98,3,"TRUE","TRUE","FALSE","FALSE","Single Family",2007,1025,2020-08-06,"8",2020,58,"0",3,2,2,1,0,1,0,28749.6,4558,2.5,8.33333333333333,1533,17,5,5,2
"8004 Annalise Dr","78744","8004 Annalise Dr, Austin, TX 78744 is a single family home that contains 2,095 sq ft and was built in 2016. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $356,547. The Rent Zestimate for this home is $1,995/mo.",30.1763916015625,-97.6969604492188,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2016,339.9,2020-07-09,"7",2020,34,"0",4,2,2,1,0,1,0,5488,2095,2.9,3.66666666666667,1532,12,2,3,1
"13815 Lake View Dr","78732","Rare private getaway with amazing panoramic lake views.  This is the WOW house!  Immaculate condition & move in ready. 2 levels of spacious decks for entertaining & relaxing. Completely fenced with security cameras and car gates automatically open as you arrive. Circular driveway for easy access and egress. Loads of parking  Designed for maximum privacy. 18,000 gallon water collection cistern and city water also. Current owner selling the home on lots 32&33. Adjoining .3 acre lot 31 sold separately.",30.4152526855469,-97.8889694213867,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1987,625,2020-06-18,"6",2020,81,"0",3,2,1,1,0,0,0,27442.8,1947,3.4,7,1277,16,2,2,2
"11700 Running Brush Cv","78717","Sitting on a corner lot and in a cul-de-sac this home is perfect for any family! Once entering from the covered front porch you'll see the additional sitting area off the foyer that could also be used as a formal dining. Notice the beautiful Tiffany light fixtures! The family room room boasts a stone fireplace as the focal point with custom mantle. The large kitchen offers a gas cooktop and built-in ovens. There is also a separate office or playroom. Large back patio overlooks the back yard with lots of shade trees. Located near a green belt with great walk/bike paths and walking distance to Twin Lakes YMCA. Avery Ranch offers an array of neighborhood amenities.",30.49635887146,-97.797607421875,2.21,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2008,339.9,2018-05-25,"5",2018,33,"0",3,2,0,0,0,0,0,9757,2192,1.9,8.33333333333333,1481,16,2,3,1
"11015 Conchos Cv","78726","A must-see stunning meticulously maintained home on .84 acre lot in the coveted Laurel Canyon neighborhood. Front porch the entire length of the house sit and enjoy the sunrise. Master DOWN! Lots of Natural light, gas, fresh paint, new carpet, whole house fan, central vacuum, wired for surround sound, tankless water heater,  oasis backyard with a playscape. Nationally ranked Westwood HS and IB Spicewood Elem.",30.4422416687012,-97.8214263916016,1.98,3,"TRUE","TRUE","FALSE","FALSE","Single Family",1999,937,2020-03-17,"3",2020,40,"0",0,2,1,2,0,0,0,36590.4,3695,1.76666666666667,8.66666666666667,1632,16,4,4,2
"12104 Montclair Bnd","78732","Showstopping Steiner Ranch home offering the ultimate in privacy and stunning views from multiple rooms. Beautiful two-story entry opens to formal dining on the left, private office on the right, and leads into the bright and open family room with a wall of hill country views, fireplace and built-in cabinetry. Spacious kitchen with center island, stainless appliances, double oven, gas cooktop, under-cabinet lighting, breakfast area & butlers pantry. Main level master with more killer views, wood floors, and expansive bath with double vanity, soaking tub and large closet. Huge gameroom up with guest wing including bedroom, office nook, living room (opt. 5th bedroom) & jack/jill bath. Additional two bedrooms & bath up. Private lot, saltwater pool, waterfall & canopy of trees. No rear neighbor. Great storage under deck for pool & lawn gear. Recent updates include roof 2016, paint 2017, waterfall pump 2019, sod front and back 2019, nest camera & thermostat.",30.3418960571289,-97.9079437255859,1.98,0,"TRUE","FALSE","FALSE","TRUE","Single Family",2009,625,2019-07-23,"7",2019,75,"0",4,1,1,0,0,1,0,7797,3485,2.76666666666667,8.33333333333333,1533,17,4,5,2
"8917 Sun Shower Bnd","78724","8917 Sun Shower Bnd, Austin, TX 78724 is a single family home that contains 1,526 sq ft and was built in 2006. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $281,650. The Rent Zestimate for this home is $1,750/mo.",30.2779998779297,-97.6324996948242,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2006,235,2019-03-04,"3",2019,1,"0",4,1,0,0,0,0,0,9147,1526,2.96666666666667,3.66666666666667,1085,11,2,3,1
"10300 Echoridge Dr","78750","Completely renovated and upgraded home in quiet street backing to greenbelt, with beautiful views and sunsets! Sustainable Bamboo flooring through downstairs, stainless steel appliances in kitchen and granite counters throughout. Very flexible floorplan with large formal living/office at front of house, with French doors for privacy, huge game room upstairs with incredible views - also has large walk-in closet so could be fourth bedroom - great for teenager! Master bedroom also has en suite bonus room which could be home office/sitting room/exercise room. Private balcony off Master to enjoy those sunsets! Modest, easy-care yard with courtyard at rear of home, large deck, brick patio and low-maintenance raised beds. Excellent schools and access to all major routes and employers.",30.4311962127686,-97.8140487670898,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1992,350,2019-02-22,"2",2019,22,"0",4,1,0,0,0,0,0,7927,2965,1.63333333333333,8.66666666666667,1632,16,3,4,2
"11616 Running Brush Ln","78717","11616 Running Brush Ln, Austin, TX 78717 is a single family home that contains 3,205 sq ft and was built in 2008. It contains 5 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $490,110. The Rent Zestimate for this home is $2,345/mo.",30.4961547851562,-97.7985153198242,2.21,2,"TRUE","TRUE","FALSE","TRUE","Single Family",2008,449,2019-09-16,"9",2019,1,"0",0,3,2,0,0,0,0,7666,3205,1.9,8.33333333333333,1481,16,4,5,2
"5917 Florencia Ln","78724","5917 Florencia Ln, Austin, TX 78724 is a single family home that contains 2,403 sq ft and was built in 2018. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $485,148. The Rent Zestimate for this home is $2,200/mo.",30.2903728485107,-97.6427764892578,1.98,0,"TRUE","FALSE","FALSE","TRUE","Single Family",2018,425.9,2019-02-21,"2",2019,10,"0",2,0,0,0,0,0,0,5837,2403,2.96666666666667,3.66666666666667,1085,11,3,3,1
"14024 Abervil Trl","78717","14024 Abervil Trl, Austin, TX 78717 is a single family home that contains 3,409 sq ft and was built in 2013. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $753,015. The Rent Zestimate for this home is $2,500/mo.",30.4869842529297,-97.7936172485352,2.21,3,"TRUE","TRUE","FALSE","TRUE","Single Family",2013,729,2020-05-14,"5",2020,38,"0",3,3,1,0,0,1,0,10585,3409,3.26666666666667,7.66666666666667,1259,14,3,4,1
"7112 Sentry Path","78744","MLS# 9166260 - Built by Dream Finders Homes - March completion! ~ Final opportunity for our Edison II home in the Knob Hill Section of Easton Park! Amazing, private, and beautiful Greenbelt location with ample backyard space to entertain family and friends. Wood-look tile flooring, enhanced kitchen featuring Kenmore Pro wall oven and gas cooktop, electric fireplace, huge master shower with tiled floor and so much more. Make this your new home in this quaint section of Easton Park!",30.161205291748,-97.7166137695312,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2018,365.99,2019-03-15,"3",2019,3,"0",3,1,0,0,0,0,0,6969,2289,3.06666666666667,3.66666666666667,1532,12,3,3,1
"5209 English Glade Dr","78724","Immaculate 3 bedroom home located in a great neighborhood with many amenities. This inviting home greets you with a Texas sized front porch! Desirable floor plan includes high ceilings, an open concept, mother in law plan, laminate wood floors and a large master bedroom. The backyard is perfect for entertaining featuring a covered patio, deck and tons of shade. Great location close to Austin-Bergstrom Airport, Circuit of the Americas, and downtown Austin.",30.2739429473877,-97.6316986083984,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2007,265,2020-07-15,"7",2020,68,"0",4,2,2,1,0,0,0,5662,1704,3.16666666666667,3.66666666666667,1085,11,2,3,1
"3006 Crownover St","78725","Priced almost $10,000 below appraised value! As soon as you walk in you are greeted by pops of color and one of a kind triple archways leading into the dining room. The open floor plan offers plenty of natural light throughout the house. The kitchen is spacious with plenty of counter top space to meal prep for the week.  The master bath is complete with double sinks and a walk-in closet. Within walking distance to Austin's Colony Neighborhood Park and the beautiful views of Colorado River.",30.2283496856689,-97.5896835327148,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2005,95,2018-11-20,"11",2018,26,"0",4,1,0,0,0,0,0,4486,2088,1.83333333333333,3,1457,13,3,4,2
"15101 Chamberlain Ct","78724","15101 Chamberlain Ct, Austin, TX 78724 is a single family home that contains 1,206 sq ft and was built in 2005. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $225,237. The Rent Zestimate for this home is $1,550/mo.",30.2531070709229,-97.5790634155273,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2005,179.9,2018-08-17,"8",2018,12,"0",3,2,0,0,0,0,0,9234,1206,2.26666666666667,2.66666666666667,1478,13,2,3,1
"7709 Jester Blvd","78750","7709 Jester Blvd, Austin, TX 78750 is a single family home that contains 3,119 sq ft and was built in 1988. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $868,018. The Rent Zestimate for this home is $3,750/mo.",30.3861598968506,-97.798942565918,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1988,735,2019-03-08,"3",2019,1,"0",3,1,0,0,0,0,0,13939.2,3119,3.1,7,1523,17,3,4,2
"7305 Van Ness St","78744","Fantastic, like-new home in rapidly growing Easton Park! House features 4 spacious bed, 2.5 bath, enclosed office, bonus room & open concept kitchen/family/dining living rooms. Check out the wood tile floors, modern light fixtures, upgraded kitchen cabinets & carpet. Easton Park is an up and coming community with trails, playgrounds & state-of-the-art amenities center. The Union is a 14,000 sq. ft. space with fitness center, resort-style pool, outdoor fire pit & resident lounge. Don't miss the video tour!",30.1587924957275,-97.7144393920898,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2018,385,2020-06-15,"6",2020,38,"0",6,2,0,1,0,0,0,6926,2420,3.16666666666667,3.66666666666667,1532,12,3,4,2
"5710 Signal Point","78724","Cutesy-cozy remodel! Great floor plan with oversized dining/breakfast area. Multiple storage closets, including massive outdoor storage. Finish outs include: recently replaced roof, water heater, flooring, toilets & bathtubs, light fixtures, cabinets & granite counters & stainless steel appliances! Fresh paint inside & out and recent landscape! Double carport features alley access. Located near numerous local parks & trails. Partial city views + just a quick drive via MLK Blvd to downtown!",30.2888717651367,-97.6462783813477,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1980,229.9,2019-04-05,"4",2019,37,"0",1,2,0,0,0,0,0,4617,1320,3.16666666666667,3.66666666666667,1085,11,2,3,1
